,msg_id,user_id,channel_id,thread_ts,text,reaction_num,top
18,C7ECA22E-A704-4DAE-8E14-3C8001763B6D,U03V7TFU9D0,C03M78E4U3A,1671459186.832519,"第3期の青木です！
Udemyが無料で受け放題(※全部が対象ではないらしいですが)になる情報を入手しました！ <https://twitter.com/showheyohtaki/status/1604806943352422400?s=21&amp;t=GL3Z0NZg0AZehucAivMKrw|https://twitter.com/showheyohtaki/status/1604806943352422400?s=21&amp;t=GL3Z0NZg0AZehucAivMKrw>",26,True
19,a1118d45-eb75-4cfa-af56-8d155b37dfb6,U03R4H93QJ2,C03M78E4U3A,1671459186.832519,"フリーランスの協会:hushed:
国際目玉焼き会議を思い出しました。
世の中探せばなんでもあるもんだなぁ、という驚き。",2,False
20,9d3c2480-bdfc-401c-aa1d-39674ebc3285,U041NNDEGPR,C03M78E4U3A,1671459186.832519,"ワクワクしながら登録してみたのですが、Udemyの講座見つけられず・・・:sob:
登録してUdemyの講座を受けることができたよ！って方いますか～？",1,False
21,02249D6E-BB47-4DA9-8A58-BC0F469BAC69,U03V7TFU9D0,C03M78E4U3A,1671459186.832519,<@U041NNDEGPR> いまにゅ先生の爆速で5つのアプリ、などいくつかUdemyの講座名で検索してみたら入ってましたよ！,0,False
22,c2d80744-1691-4940-947b-5ffaf64b9226,U041NNDEGPR,C03M78E4U3A,1671459186.832519,"<@U03V7TFU9D0> 
わーお！
もう一度、試してみます！
できなかったら検索方法教えてください:purple_heart:",0,False
23,ba0e62fe-9823-4df3-acd7-b332a867a56d,U041NNDEGPR,C03M78E4U3A,1671459186.832519,"<@U03V7TFU9D0>
見られましたー:heavy_heart_exclamation_mark_ornament::heavy_heart_exclamation_mark_ornament::heavy_heart_exclamation_mark_ornament:
Udemyに登録しているメールアドレスと、IBM SkillsBuildに登録したメールアドレスが違ったので途中で変更したからエラーが出てたのかもです！
今、確認したらUdemyにつながるようになってました！:parrot-headbanging:",0,False
24,e0f4df29-0728-42d3-97f1-e7c12ccb221e,U041NNDEGPR,C03M78E4U3A,1671459186.832519,"<@U03V7TFU9D0>
情報共有ありがとうございました！:lovetori:
ほしいものリストに入れていたコースがほとんど見れました！＼(^o^)／",0,False
25,c6da613a-2dcf-4c9c-8f09-aa450bcdbf75,U03SJ0KCW9F,C03M78E4U3A,1671448719.303609,"やる気が出ない時どうする？の話

今朝機会があって、濱田大先生と話していて…
やる気出ないときは、超超超小さいハードル（とりあえずPCを開く…など）を設けて超えられたら自分をほめてやるとよいと伺いました:joy:
それを聞いて、とりあえず私も毎日私用PCを開きなんでもいいからSlackに一件投稿することにしました！
（今後はこちらもお借りしていろいろつぶやくと思うのでその時は察してください:crossed_fingers:（笑））

……といった話を班のメンバーとしており、班外のみなさんの話も聞いてみたいなと思ってこちらに投稿してみました！
みなさんはなんかこういった、やる気でないときの対処法ってあったりしますか？
なにかあれば教えてください:tori:",19,True
26,DB902119-B09F-4C17-8132-B61B732BA8AE,U03SV2PN22C,C03M78E4U3A,1671448719.303609,"私の場合は「ながら勉強」してます！
スマホでアマプラやYouTube見ながら、PCでUdemyを受ける感じです。ダラダラ過ごしてしまう習慣と勉強をスタートするキッカケを紐づけているのかもです笑
ずっとではなくスマホの動画が終わり次第、PCの方に集中しますね。",4,False
27,992390AF-65C0-4375-B06A-1D8BE933E810,U03S5B2QJSW,C03M78E4U3A,1671448719.303609,"やる気でないと困りますよね… 
ホントにやる気でないときは一旦寝ちゃいますね:zzz: 朝早めに、起きてからやり始めるパターンが多かったりします！　( 最近は寒いので有効でないのですが )

スイッチ入れば、夜遅くまでやっちゃうのですが入らないときは潔く諦めます 笑
",2,False
28,2f9340c4-edd3-478e-93f2-17a63edb75a4,U04272FBY1K,C03M78E4U3A,1671448719.303609,"そうなんですよね、やる気の有無にかかわらず締め切り前はがつがつできるんですけど（笑）
今回のTeck０でもなかなか取り組めなくて、テーブルの周りにお菓子とお茶を並べて取り組みました。ニンジンがぶら下がってないと前に進めないダメ人間です:sweat_drops:",3,False
29,377e4d4a-eb00-4608-bbe1-2d486e85854b,U03SJ0KCW9F,C03M78E4U3A,1671448719.303609,"皆さん共有ありがとうございます～！
やっぱりいろいろありますね！！みんなに聞いてよかった:crossed_fingers:
ながら派、どうしてものときはあきらめる派、ニンジンぶら下げる派…
本人の性質によってフィットしそうなやり方を見つけるのがいいのかもしれない。。。
一個づつ試そうかな(笑)",1,False
30,91c1107e-f40e-4f0e-b2da-a82e8f452c3c,U03LH5W786P,C03M78E4U3A,1671448719.303609,"あと、これめっちゃ良いです。（高いですけど
わたしいつも持っていて、やる気ないときに
• このタイマーがなったら作業開始
• このタイマーの3分だけやってみる
などでむちゃくちゃローコストで、タイマーを横にする、ということで次の作業が開始されるというものです！

<https://www.amazon.co.jp/%E3%80%8C%E6%96%B0%E6%99%82%E4%BB%A3%E3%81%AE%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%BF%E3%82%A4%E3%83%9E%E3%83%BC%E3%80%8DTickTime-%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%BF%E3%82%A4%E3%83%9E%E3%83%BC-%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%96%E3%82%BF%E3%82%A4%E3%83%9E%E3%83%BC-%E6%9C%80%E5%A4%A799%E5%88%8655%E7%A7%92-%E3%82%AB%E3%82%A6%E3%83%B3%E3%83%88%E3%83%80%E3%82%A6%E3%83%B3/dp/B093BFYQSN|https://www.amazon.co.jp/%E3%80%8C%E6%96%B0%E6%99%82%E4%BB%A3%E3%81%AE%E3%83%87%E3%82[…]6%E3%83%B3%E3%83%88%E3%83%80%E3%82%A6%E3%83%B3/dp/B093BFYQSN>",1,False
31,A7CBC627-4D86-48F0-B1B3-F71482B8FCED,U03LH5W786P,C03M78E4U3A,1671342212.552059,"■話は変わりますが、面白い取り組みのご紹介です！
農業ｘテック（データサイエンス）です。
<https://www.youtube.com/watch?v=EyMTgFQ1oYI|https://www.youtube.com/watch?v=EyMTgFQ1oYI>",5,True
32,a15e7647-217e-43da-82a8-68185c89b70b,U03R4H93QJ2,C03M78E4U3A,1671342212.552059,"<@U03LH5W786P>
最近この手のITでの最適化とか増えてますよね。
自分も身近なところでIoT駆使したい派です。
最近トラクターもすごい勢いで自動運転になったり宇宙牛と呼ばれる衛星を利用した牛の育て方があるとか。",0,False
33,D2E8CC2E-DDD9-4E96-A0E8-5D0980119DB5,U03LH5W786P,C03M78E4U3A,1671342212.552059,"<@U03R4H93QJ2> すごいですよねー

とりあえずレガシーな業界はすべてチャンスがあるとしてみてます！(ただ業務がわからないので、浅いですが",0,False
34,12DB6C9B-AC0A-41BF-B523-68D748AEF1D7,U03LH5W786P,C03M78E4U3A,1671342212.552059,牛だと:ox:,0,False
35,567ec15e-bace-4e38-ae3a-779bc46f9d70,U03R4H93QJ2,C03M78E4U3A,1671342212.552059,"<@U03LH5W786P>
そう考えるとやはり麦酒関連のDX、IoT化とか携われなかったの残念でしたね。
自動化、デジタル化がすべてとは思わないですが、地味な部分で手の付け所めちゃくちゃあるので特に日本はチャンスだらけな気はします。",2,False
36,79f6a7e9-d16a-4623-ba0d-c9dcc285fe08,U03LH5W786P,C03M78E4U3A,1671342193.354729,"<@U03R4H93QJ2> さん、windows系やめて、Macなんてどうです？笑　MBAなんていかがですか？(Mac book air)
一緒にリンゴ派になりましょう",3,True
37,4fe4c8d0-735d-435b-bc1a-1be16adc539f,U03R4H93QJ2,C03M78E4U3A,1671342193.354729,"<@U03LH5W786P>
ありがとうございます！
実はリンゴも見ているのですが、どうにも円安の影響受けてる気がしてたじろいでます笑
やっぱかっこいいからスタバで作業できますよね。。。笑",0,False
38,2F2BAC0C-4D22-4A55-8DD5-D90341F33529,U03LH5W786P,C03M78E4U3A,1671342193.354729,"<@U03R4H93QJ2> それは間違いっすよねー
わたし1.5年前に買ったパソコンがそのままの値段で中古市場で出てるので沈黙です笑

まぁリセールまで踏まえるとコスパ良いですけどね笑

北海道でドヤりたいです :rolling_on_the_floor_laughing: ",0,False
39,d3661c6e-1fc9-4040-a697-a317e16f88b0,U03R4H93QJ2,C03M78E4U3A,1671342193.354729,"<@U03LH5W786P>
なるほどリセールを考えていなかった。。。
やっぱかっこつけで考えようかな、、、意外とM1とM2に大きな違いないらしいのでM1のやつ考えてます。
<https://www.apple.com/jp/macbook-air-m1/>",0,False
40,55CCE74C-06F0-4112-91CE-6343F847DA29,U03SURK1MTM,C03M78E4U3A,1671342193.354729,"<@U03R4H93QJ2> 
同じく検討していて、
ご存じかもしれませんが、再整備品だとm2もターゲットかもしれんです。

何より在庫があれば待たなくていいのは助かります。
<https://www.apple.com/jp/shop/refurbished>",0,False
41,336ac446-c594-4aa9-bb43-01f53de7cef7,U03R4H93QJ2,C03M78E4U3A,1671342193.354729,"<@U03SURK1MTM>
情報ありがとうございます！
再整備品めっちゃ魅力的ですよね！
いやー、Macつかってみたい自分もいてすごい迷います。。。",0,False
42,aedac91b-67c7-4ff3-8611-60ce7e538bc0,U041NNDEGPR,C03M78E4U3A,1671342193.354729,"M1はZoomの相性悪いかもです。
こないだ、原因がわかったっぽい記事を見たけど、Zoomを使うことが多ければ念のため調べて見たほうがいいかもしれないです！",0,False
43,8eefd61b-0c07-4094-8670-a6c54dc61624,U041NNDEGPR,C03M78E4U3A,1671342193.354729,（ちなみに、私はMac → Windowsです:cat-on-keyboard:）,0,False
44,49e81d35-893d-4099-812a-abd52b9cdbcd,U03R4H93QJ2,C03M78E4U3A,1671342193.354729,"<@U041NNDEGPR>
Zoom相性悪いんですね:thinking_face:
けっこう調べるとMac⇒Windowsの記事散見されるんですよね。
Zoom以外でWindowsに戻した大きな理由があるんですか？？",0,False
45,c9d614e8-4ec8-4ad3-bd06-3d7a2a3aeb17,U03LH5W786P,C03M78E4U3A,1671342193.354729,"参考になれば
<@U03R4H93QJ2> <@U03SURK1MTM>
<https://www.youtube.com/watch?v=zKf3dpam6n0>",1,False
46,8B908294-66CA-4941-84ED-85F31B58204C,U03T5HTFX60,C03M78E4U3A,1671341721.329729,"<@U03R4H93QJ2> 
私はつい先日ASUSのノートpcを購入しましたが、
価格、性能、使い勝手ともに満足してます ！

購入したのは14インチですが、膝の上で
カタカタするのにちょうど良いサイズ感です♪

納期について具体的に書かれて無かったので心配でしたが、
私の時は頼んだ1週間後には自宅に届きましたよ〜！

参考までに :blush:

【オフィス無し】
<https://jp.store.asus.com/store/asusjp/ja_JP/pd/productID.5645695900|https://jp.store.asus.com/store/asusjp/ja_JP/pd/productID.5645695900>

【オフィスあり】
<https://jp.store.asus.com/store/asusjp/ja_JP/pd/productID.5645695800|https://jp.store.asus.com/store/asusjp/ja_JP/pd/productID.5645695800>",2,True
47,5e7f3df8-78e8-489c-a84d-b9e30d59c5ae,U03R4H93QJ2,C03M78E4U3A,1671341721.329729,"<@U03T5HTFX60>
とうとうご購入されていたのですね！
あ、これりゅうきさんおすすめだったやつですか？
やっぱめっちゃコスパ良さそうです。
候補にいれさせていただきます！",0,False
48,FE0F0FA4-44BD-4910-BF28-A5BD48BC0FBE,U03T5HTFX60,C03M78E4U3A,1671341721.329729,"<@U03R4H93QJ2> 
そうですそうです！
Ryukiさんがオススメしてくれたノートpcです :hugging_face: 
コスパは最高です〜♪",2,False
49,7aa880f7-051d-4e62-af33-b287cd0cf361,U03R4H93QJ2,C03M78E4U3A,1671338234.940989,"【ノートPC情報募集】
自室にこもっての作業が困難になってきたのでデスクトップ⇒ノートに買い替えようと思うのですが、
このPCがおすすめ、とかこれはやめとけ、という情報ある方いればお願いします！
&gt; 希望
・価格：20万円以下（安いと嬉しい）
・メモリ：16GB
・CPU：10000（passmark）以上なら何でも良い
・サイズ：15インチ以下くらいで良い
・重量：1.5kg以下
・バッテリー：8時間くらいで良い
・必須：HDMIポート
・その他要望：膝の上でカタカタできる感じのやつ

そこまで決まってるなら自分で選べばええやんとなるかもですが、、、
実際の使い勝手まではわからないのでどうか情報お願いします:woman-bowing::skin-tone-2:
いまのとこの候補はHP Pavilion Aero Laptop 13-be　ですがEnterの位置が悪いらしく、:thinking_face:となってます。",0,True
50,3306a6d6-08b9-4a5b-a54f-c12c88f96552,U03LH5W786P,C03QUTAPY4W,1671519123.512809,"<!channel> みなさま、明日19時よりよろしくお願いいたします！
明日はGithubやりますので、まだアカウントセットされていないかたは
1. Githubアカウントの作成
2. Gitダウンロード
3. Gitの登録
4. GitとGithubの紐付け
5. なにかのレポジトリーをクローン
6. 自分のレポジトリーにプッシュしてみる
ところまでお願いできますか？
4まで終わっていれば明日、最低限大丈夫です！

不明点はいつでもこちらにお願いしますー
cc <@U03LKKD1F52> <@U03VD2WKY48>",5,True
51,00c1299b-334e-4a35-a921-00eb9882c1b6,U03LH5W786P,C03R3VB0WEQ,1671615345.160459,Githubのチートシートです,5,True
52,4d17693a-52a1-444b-8faf-472b721a4d2c,U03LH5W786P,C03UNUGHTUM,1671606577.392569,"<!channel>
皆様、年の瀬でお忙しい中、こちらにお時間割いていただきありがとうございました！！
(かなり延長してしまいご迷惑をおかけいたしました）
年内は昨日で最後になります。本当にお疲れさまでした。
なによりも「*感謝*」を伝えたいです！:pray:

本当にレベルの高いプレゼンをしていただき、涙腺がゆるみました。:smiling_face_with_tear:
皆様自身もどの班をMVPにするか迷われたのではないでしょうか？

「５班：トイック」の皆様、おめでとうございます！:duck_exciting_yukawashiichi:
また、おしくもMVPのがしてしまった班の方々も熱量高く取り組んでいただけたことを本当に感謝申し上げます。正直、全班にMVPをお渡ししたいです。:clap:
(Most valuable playerの略って知ってました？ちなみにVIPはvery important personですよ）

３ヶ月という短い時間で、モックまで作成できるレベルまで到達できた方、本業が忙しくてなかなか時間をとれなかった方、様々いらっしゃるかと思います。
しかし、３ヶ月前よりも確実に成長されていると個人的に思います！:toutoi_zukulog098r:

今後、エンジニアスキルをもったビジネスマンはほぼ間違いなく需要が伸びると思います！
できればこのままこの歩みを止めることなく、テクノロジーに携わるように自身の環境を置いていただけると嬉しいです。
もし身近にチャンスがありましたら、新年早々にチャンスとりに行っていただきたいです。:pray:

まだ明確にとれるチャンスがない場合もう３ヶ月だけでもお付き合いいただけると嬉しいです。見える景色が変わるのではないかと思います。:mario_luigi_dance: (Step3はクエストをこなしていく形式で時間の融通はかなり効くと思います。基本は3人一組でやっていき、始める前にアンケートで組みたい人のアンケートも取りながらやるつもいです。）

いくつかオブザーバーや運営や1期2期からコメント頂いたものを返信に入れさせていただきます。

では、残り１０日をきった2022年を全力で楽しみましょう！:rocket:

P.S.アンケートが届いていると思いますので、ご回答よろしくお願いいたします！:pray:",38,True
53,804d12b7-5a9a-48ec-8a9b-92648bfbce4d,U03LH5W786P,C03UNUGHTUM,1671606577.392569,"コメント
• 本当にすごいです！3ヶ月ですよね？そんなことあります？おそらく業務でも1年以上かかってもこのレベルにいかないですよ！
• データサイエンスの熱が再熱してしまいました！みな仮説を持って取り組んで、しかも後ろにある熱量すごい！！これは企業ほしがりますねー
• 自分が大企業いるときに自部門の人が短期間でこれ習ってきたら脅威です（笑）
• 3か月でここまでできるようになるんですか？！驚きでございます。3年じゃないですよね？？
• 面白かったです！みんなすごいー！！普通は絵に書いた餅で発表するのに、がっつりコーディングして、それを手段として伝えるのすごいですわ
• え？みんなデータサイエンティストやプロダクトマネージャーなったほうがいいでしょ？
• 業務までターゲットにしてるのすごいですねーこれ価値付できるので、ただの業務効率化じゃないですよ
• みなかなりの優秀層だと感じますし、この人たちなら日本を変えれる可能性大ですね！
• レベル高いっすね！数か月前まで完全素人とは思えません！思考のレベルがもともと高い方たちなのかなと思いました。
• これすぐに起業したほうがいいんじゃないですか？と、いうか企業ってちゃんとこのハイレベルなタレントを使いこなしてるんですかね？
• いやー普通にすごい！このまま続けて物事を動かす立場まで行っちゃって欲しいー
",5,False
54,b6301304-c59c-474f-adc8-ce2c71d1c486,U03LKKE6N5S,C03UNUGHTUM,1671544080.176679,"*<!channel>*
3期生の皆様お疲れ様です！
Step3への申し込みに関して、再投稿させていただきます。
なお、本日投影した資料は返信からご覧ください。

なお、本日12/20(水)までに「Tech0 BootCamp」に申し込むと、先行特典で「Tech0 コミュニティ」が3ヶ月分無料になるクーポンを進呈いたします。


*①Tech0 BootCampプラン [11,000 円 (税込)/月]*
*　 *申し込みURL：<https://buy.stripe.com/dR64jYglu007aRO3cn>

*②Tech0 BootCampプラン + キャリアメンタリングプラン   [22,000 円 (税込)/月]*
     下記クーポンを適用頂くと、キャリアメンタリング分11,000円が初月無料となります。
　 申し込みURL：<https://buy.stripe.com/28og2G5GQ3cj3pm9AJ>
     クーポン：BM3MDIS2212

*③Tech0 コミュニティ [3,300 円 (税込)/月]*
　申し込みURL：<https://buy.stripe.com/6oEcQu8T2bIPf84004>

※お支払い登録して頂きますと申し込み登録完了となります。
　申し込み後、運営まで連絡頂ければ登録出来ているか確認致した後、折り返しご連絡差し上げます。
※①または②をお申込み頂く際と、○○日間無料と表示されます。
　こちらは、お支払いの開始日をStep3開始日(2023年1月10日以降)とするためにシステム上表示されるもので、お支払い費用が変更になる訳ではありませんのでご了承ください",11,True
55,fd892280-d705-443b-9365-a659fcf7c961,U03LKKE6N5S,C03UNUGHTUM,1671544080.176679,本日投影した資料は下記になります！,0,False
56,0fb40233-a212-44af-9196-4bc339a74663,U041NNDEGPR,C03UNUGHTUM,1671544080.176679,"<@U03LKKE6N5S>
FAQに事前学習用の資料共有があると記載がありますが、事前学習用の資料が共有されるのは年内でしょうか？それとも年明けになりますか？",0,False
57,052d453d-3352-4172-babc-6da8a692a721,U03LKKE6N5S,C03UNUGHTUM,1671544080.176679,"<@U041NNDEGPR>
ご質問頂きありがとうございます。
こちらですが、年内（12月27日を予定）に共有させて頂く予定です。
よろしくお願い致します。",1,False
58,e1399d65-4fcf-4edf-aeba-e52bae16f39a,U03LQV6N6UR,C03UNUGHTUM,1671450013.668699,"*<!channel>*
【360】テーブルが画像で添付してあります。

皆様、お疲れ様です！

・グループワークについての360度評価を後ほどLineで送付しますので、回答頂ければ幸いです

・12/27(火)までに結果を配信したく、勝手ながら回答期限を12/25(日)とさせていただきます

・基本的に全員の回答が出揃いませんと結果を配信できませんので、ご協力をお願い致します！

・360度評価をする際は下のテーブルを使用しますので、テーブルを参照しつつ、Lineで回答下さい

・360度評価の結果は全員の回答が確認でき次第、評価者がわからない形に加工した上で、各人にSlack DMで送付させていただきます（再発行は致しませんので必要な場合は保存下さい）

・結果のDMは私 or<@U04B7M9CT1N> より送付し、エクセルファイルのみでメッセージ等は省略しますがご容赦下さい。

・返信等は不要です。

・実のある360度評価にするために、多少お時間をかけてチームメートの評価をしていただけますと幸いです 。

・万が一ご自分の名前がテーブルにない場合はスレッドに返信ください。 （編集済み）",11,True
59,d55ffa38-227e-4ca2-901c-24b5f564bc90,U03LH5W786P,C03UNUGHTUM,1671358530.295099,"<!channel> みなさま、土日もお時間使って頂きありがとうございます！それに報いるように景品を後ろでコツコツと集めております！！

火曜日の予定を改めてご共有です！
• 12/20(Tue) 19:00-20:15
    ◦ 班-&gt;順番は順次希望聞いてます
        ▪︎ 1班
        ▪︎ 2班
        ▪︎ 3班①②
        ▪︎ 4班②
        ▪︎ 5班②
        ▪︎ 6班②
        ▪︎ 7班②
        ▪︎ 8班
        ▪︎ (9班)
        ▪︎ (10班)
    ◦ 持ち時間
        ▪︎ 4分発表→6分発表
        ▪︎ ~2分質疑応答~
    ◦ MVP決め
        ▪︎ 全員投票
• 12/20(Tue) 20:30-
    ◦ 服部さん幹事によるオンライン打ち上げ
よろしくお願いいたします！",16,True
60,029F246C-B645-497C-A33E-82EAF68C403B,U03UL705MM2,C03V4HLRCRX,1671756659.062609,<@U041NNDEGPR> 使いたい！凄い！,3,True
61,e670cb2a-e9c5-40bb-ac30-d7ba4a99c7a3,U041NNDEGPR,C03V4HLRCRX,1671756659.062609,"<@U03UL705MM2>
検証できていないので、ぜひ検証してきてくださいw
他の班の資料があがってこないのがさみしいところ、コメントありがとうございます！

<@U0429TR3Y0K> と一緒にGithubの勉強がてら、もう少し発展させようとしているのでもう少し使いやすくなるかもです！
少し、見た目をバージョンアップさせたのはこちらです！
<https://osaka-umeda-beer-map.streamlit.app/>
（場所を変更するかもですが！）",3,False
62,0cc1ab8a-fcc3-489f-bbd2-f682b0853490,U041NNDEGPR,C03V4HLRCRX,1671605891.532869,"【発表資料の共有】<!channel>
1班 Cheers Post の発表資料を共有します！
他の班のみなさまも共有してもらえると勉強になるので嬉しいです:heavy_heart_exclamation_mark_ornament:
<https://docs.google.com/presentation/d/1QKuzEktwFWa4-7a3nwv2-qhBx8vp3HLRNT93GMR6U8g/edit?usp=sharing>",14,True
63,01effd9f-9cf4-4afe-8e87-a22810a43033,U03LH5W786P,C03V4HLRCRX,1671537803.831289,■本日の皆様からのフィードバックです！,0,True
